logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
262271,2025-01-31 01:51:15.389749,49.771,8,8.873903,49.772,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
264172,2025-01-31 01:51:15.449780,60.031,8,8.933933,60.03,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
265840,2025-01-31 01:51:15.499857,50.077000000000005,8,8.98401,50.077,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
267745,2025-01-31 01:51:15.559673,59.816,8,9.043826,59.816,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
269364,2025-01-31 01:51:15.609297,49.624,8,9.09345,49.624,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
270966,2025-01-31 01:51:15.658106,48.809,8,9.14226,48.81,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
272596,2025-01-31 01:51:15.706537,48.431000000000004,8,9.190691,48.431,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
274456,2025-01-31 01:51:15.764686,58.149,8,9.248839,58.148,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
276020,2025-01-31 01:51:15.812984,48.298,8,9.297138,48.299,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
278223,2025-01-31 01:51:15.880529,67.54499999999999,8,9.364683,67.545,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
279807,2025-01-31 01:51:15.928890,48.361000000000004,8,9.413044,48.361,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
281431,2025-01-31 01:51:15.977718,48.828,8,9.461872,48.828,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
283137,2025-01-31 01:51:16.025955,48.237,8,9.510108,48.236,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
